Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable
INC-138,Theft,BENDOR,Vehicle,VOLKSWAGEN,GOLF VII GTi 2.0 TSI DSG-2013-2017,2013.0,2026-05-20 15:30:00,3935.34,Motor Vehicle - Theft,Theft,BENDOR,BENDOR,True,True
INC-139,Theft,RANDPARKRIF,Vehicle,TOYOTA,PRADO VX-R 2.8GD A/T-2024-,2025.0,2026-05-20 15:10:00,1481882.5,Motor Vehicle - Theft,Theft,RANDPARKRIF,RANDPARKRIF,True,True
INC-140,Theft,ONRUSTRIVIER,Vehicle,LAND ROVER,88 SWB-1976-1978,1976.0,2026-05-20 14:22:00,150000.0,Motor Vehicle - Theft,Theft,ONRUSTRIVIER,ONRUSTRIVIER,True,True
INC-141,Theft,DURBAN,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT-2012-2022,2013.0,2026-05-20 07:00:00,48898.63,Motor Vehicle - Theft,Theft,DURBAN,DURBAN,True,True
INC-142,Burglary,PAROW NORTH,Contents,,,,2026-05-20 04:00:00,24394.0,Home contents - Theft,Theft,PAROW NORTH,PAROW NORTH,True,True
INC-143,Theft,CRAIGHALL PARK,Contents,,,,2026-05-20 02:47:00,64344.0,Home contents - Theft,Theft,CRAIGHALL PARK,CRAIGHALL PARK,True,True
INC-144,Theft,BERGVLIET,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS-2025-,2025.0,2026-05-20 01:46:00,1750.0,Motor Vehicle - Theft,Theft,BERGVLIET,BERGVLIET,True,True
INC-145,Theft,RICHVIEW,Contents,,,,2026-05-19 22:38:00,6000.0,Home contents - Theft,Theft,RICHVIEW,RICHVIEW,True,True
INC-146,Theft,KNOLE PARK,Contents,,,,2026-05-19 17:00:00,142566.0,Home contents - Theft,Theft,KNOLE PARK,KNOLE PARK,True,True
INC-147,Theft,STAMFORD HILL,Vehicle,NISSAN,NAVARA 2.5DDTI PRO-4X 4X4 A/T D/C P/U-2021-,2025.0,2026-05-19 11:45:00,783280.0,Motor Vehicle - Theft,Theft,STAMFORD HILL,STAMFORD HILL,True,True
INC-148,Theft,BRYANSTON,Vehicle,TOYOTA,HILUX 2.4 GD-6 SRX 4X4 A/T P/U D/C-2017-2018,2018.0,2026-05-19 06:02:00,542434.92,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True
INC-150,Theft,BAKOVEN,Vehicle,MERCEDES-BENZ,A 180 CLASSIC A/T-2009-2013,2012.0,2026-05-18 11:58:00,2500.0,Motor Vehicle - Theft,Theft,BAKOVEN,BAKOVEN,True,True
INC-151,Theft,BUTTERWORTH CENTRAL,Vehicle,TOYOTA,HILUX 2.0 VVTi A/C P/U S/C-2020-,2023.0,2026-05-18 06:40:00,15000.0,Motor Vehicle - Theft,Theft,BUTTERWORTH CENTRAL,BUTTERWORTH CENTRAL,True,True
INC-152,Theft,PAARL,Contents,,,,2026-05-18 02:30:00,3422.5,Home contents - Theft,Theft,PAARL,PAARL,True,True
INC-153,Theft,PAARL,Contents,,,,2026-05-18 00:48:00,33110.0,Home contents - Theft,Theft,PAARL,PAARL,True,True
INC-154,Theft,ROOIHUISKRAAL,Contents,,,,2026-05-17 02:00:00,23349.0,Home contents - Theft,Theft,ROOIHUISKRAAL,ROOIHUISKRAAL,True,True
INC-155,Theft,BURGUNDY ESTATE,Contents,,,,2026-05-16 23:03:00,11398.0,Home contents - Theft,Theft,BURGUNDY ESTATE,BURGUNDY ESTATE,True,True
INC-157,Theft,VASCO ESTATE,Vehicle,FORD,ECOSPORT 1.5TiVCT AMBIENTE-2018-,2020.0,2026-05-16 14:00:00,1750.0,Motor Vehicle - Theft,Theft,VASCO ESTATE,VASCO ESTATE,True,True
INC-158,Theft,LYNNWOOD,Vehicle,LEXUS,LX 600 F-SPORT-2022-,2023.0,2026-05-16 12:42:00,245254.19,Motor Vehicle - Theft,Theft,LYNNWOOD,LYNNWOOD,True,True
INC-159,Theft,FAIRWAYS,Contents,,,,2026-05-16 06:15:00,16116.55,Home contents - Theft,Theft,FAIRWAYS,FAIRWAYS,True,True
INC-160,Theft,WOODLEIGH,Contents,,,,2026-05-16 03:00:00,37516.0,Home contents - Theft,Theft,WOODLEIGH,WOODLEIGH,True,True
INC-161,Theft,MONTANA,Contents,,,,2026-05-16 00:00:00,2299.0,Home contents - Theft,Theft,MONTANA,MONTANA,True,False
INC-162,Theft,SUNSET ACRES,Contents,,,,2026-05-15 23:30:00,35200.0,Home contents - Theft,Theft,SUNSET ACRES,SUNSET ACRES,True,True
INC-163,Theft,ASHLEA GARDENS,Contents,,,,2026-05-15 22:17:32,70949.29,Home contents - Theft,Theft,ASHLEA GARDENS,ASHLEA GARDENS,True,True
INC-164,Theft,PARKHURST,Vehicle,VOLKSWAGEN,POLO 2.0 GTI DSG (147KW)-2021-,2021.0,2026-05-15 21:36:00,109069.72,Motor Vehicle - Theft,Theft,PARKHURST,PARKHURST,True,True
INC-165,Theft,WATERKLOOF,Contents,,,,2026-05-15 17:00:00,8697.0,Home contents - Theft,Theft,WATERKLOOF,WATERKLOOF,True,True
INC-166,Theft,VANDERBIJLPARK C. W. 5,Vehicle,FORD,EVEREST 2.0D BI-TURBO SPORT A/T-2023-,2023.0,2026-05-15 15:23:25,28118.38,Motor Vehicle - Theft,Theft,VANDERBIJLPARK C. W. 5,VANDERBIJLPARK C. W. 5,True,True
INC-167,Burglary,ELDORAIGNE,Contents,,,,2026-05-15 12:00:00,390124.75,Home contents - Theft,Theft,ELDORAIGNE,ELDORAIGNE,True,True
INC-168,Stolen and recovered,ESSENWOOD,Vehicle,TOYOTA,COROLLA CROSS 1.8 XS-2021-,2021.0,2026-05-15 09:00:00,316852.12,Motor Vehicle - Theft,Theft,ESSENWOOD,ESSENWOOD,True,True
INC-169,Theft,HENNOPSPARK,Vehicle,SUZUKI,VITARA BREZZA 1.5 GLX-2021-2023,2022.0,2026-05-15 06:15:00,251195.0,Motor Vehicle - Theft,Theft,HENNOPSPARK,HENNOPSPARK,True,True
INC-170,Theft,LYDENBURG,Contents,,,,2026-05-15 03:00:00,108796.29,Home contents - Theft,Theft,LYDENBURG,LYDENBURG,True,True
INC-171,Theft,ASTRA PARK,Vehicle,KIA,K 2700 WORKHORSE P/U S/C-2004-,2025.0,2026-05-15 03:00:00,8998.42,Motor Vehicle - Theft,Theft,ASTRA PARK,ASTRA PARK,True,True
INC-172,Theft,ASTRA PARK,Vehicle,HAVAL,JOLION 1.5T SUPER LUXURY DCT-2021-,2022.0,2026-05-15 03:00:00,4312.5,Motor Vehicle - Theft,Theft,ASTRA PARK,ASTRA PARK,True,True
INC-173,Theft,MONTANA,Vehicle,FORD,RANGER FX4 2.0D 4X4 A/T P/U D/C-2021-,2021.0,2026-05-14 19:30:00,600940.04,Motor Vehicle - Theft,Theft,MONTANA,MONTANA,True,True
INC-174,Theft,STELLENBOSCH FARMS,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2014.0,2026-05-14 11:00:00,103355.07,Motor Vehicle - Theft,Theft,STELLENBOSCH FARMS,STELLENBOSCH FARMS,True,True
INC-175,Theft,BARLOW PARK,Vehicle,TOYOTA,FORTUNER 2.8GD-6 EPIC BLACK A/T-2020-2023,2020.0,2026-05-14 09:30:00,532849.87,Motor Vehicle - Theft,Theft,BARLOW PARK,BARLOW PARK,True,True
INC-176,Theft,SUNNYRIDGE,Contents,,,,2026-05-14 04:00:00,11009.0,Home contents - Theft,Theft,SUNNYRIDGE,SUNNYRIDGE,True,True
INC-177,Theft,PORT OWEN,Vehicle,FORD,RANGER 3.2TDCi 3.2 WILDTRAK 4X4 A/T P/U D/C-2015-2020,2018.0,2026-05-14 03:00:00,51572.28,Motor Vehicle - Theft,Theft,PORT OWEN,PORT OWEN,True,True
INC-178,Theft,ADAMS MISSION,Vehicle,CITROEN,C3 1.2T MAX A/T-2024-,2025.0,2026-05-14 00:30:00,1750.0,Motor Vehicle - Theft,Theft,ADAMS MISSION,ADAMS MISSION,True,True
INC-179,Theft,ZINKWAZI BEACH,Contents,,,,2026-05-13 18:43:00,19088.0,Home contents - Theft,Theft,ZINKWAZI BEACH,ZINKWAZI BEACH,True,True
INC-180,Theft,DURBANVILLE CENTRAL,Vehicle,HYUNDAI,TUCSON 2.0 PREMIUM-2016-2023,2017.0,2026-05-13 18:14:48,6700.0,Motor Vehicle - Theft,Theft,DURBANVILLE CENTRAL,DURBANVILLE CENTRAL,True,True
INC-181,Theft,LANSDOWNE,Contents,,,,2026-05-13 12:00:00,8385.0,Home contents - Theft,Theft,LANSDOWNE,LANSDOWNE,True,True
INC-182,Theft,HOUGHTON ESTATE,Vehicle,HAVAL,H6 GT 2.0T SUPER LUXURY 4X4 DCT-2022-,2024.0,2026-05-13 12:00:00,552075.86,Motor Vehicle - Theft,Theft,HOUGHTON ESTATE,HOUGHTON ESTATE,True,True
INC-183,Theft,VICTORY PARK,Vehicle,VOLKSWAGEN,T-CROSS 1.5 TSI R-LINE DSG-2020-,2022.0,2026-05-12 15:40:00,59135.77,Motor Vehicle - Theft,Theft,VICTORY PARK,VICTORY PARK,True,True
INC-184,Theft,PRETORIA NORTH,Vehicle,FORD,ECOSPORT 1.5TDCi AMBIENTE-2018-,2019.0,2026-05-12 13:15:00,1500.0,Motor Vehicle - Theft,Theft,PRETORIA NORTH,PRETORIA NORTH,True,True
INC-185,Theft,PRETORIA NORTH,Vehicle,FORD,RANGER 2.2TDCi XL P/U D/C-2015-2020,2016.0,2026-05-12 13:15:00,1500.0,Motor Vehicle - Theft,Theft,PRETORIA NORTH,PRETORIA NORTH,True,True
INC-186,Theft,NOORDHEUWEL,Contents,,,,2026-05-12 01:00:00,13498.0,Home contents - Theft,Theft,NOORDHEUWEL,NOORDHEUWEL,True,True
INC-187,Theft,RYNFIELD,Contents,,,,2026-05-11 15:00:00,7684.91,Home contents - Theft,Theft,RYNFIELD,RYNFIELD,True,True
INC-188,Theft,RANDHART,Contents,,,,2026-05-11 02:30:00,9744.0,Home contents - Theft,Theft,RANDHART,RANDHART,True,True
INC-189,Theft,STELLENBOSCH,Contents,,,,2026-05-11 00:00:00,63954.17,Home contents - Theft,Theft,STELLENBOSCH,STELLENBOSCH,True,False
INC-190,Theft,PAARL,Contents,,,,2026-05-11 00:00:00,177151.54,Home contents - Theft,Theft,PAARL,PAARL,True,False
INC-191,Theft,PAULSHOF,Vehicle,MINI,COOPER C A/T (F66)-2024-,2024.0,2026-05-10 14:30:00,6713.56,Motor Vehicle - Theft,Theft,PAULSHOF,PAULSHOF,True,True
INC-192,Theft,FINGO,Contents,,,,2026-05-09 19:30:00,87112.0,Home contents - Theft,Theft,FINGO,FINGO,True,True
INC-193,Theft,MILNERTON,Contents,,,,2026-05-09 17:00:00,8717.6,Home contents - Theft,Theft,MILNERTON,MILNERTON,True,True
INC-194,Theft,MILNERTON,Vehicle,HAVAL,H6 2.0T LUXURY DCT-2021-,2023.0,2026-05-09 17:00:00,3410.0,Motor Vehicle - Theft,Theft,MILNERTON,MILNERTON,True,True
INC-195,Theft,SOMERSET WEST,Vehicle,SUZUKI,SWIFT 1.2 GL-2018-,2022.0,2026-05-09 16:46:14,3312.5,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-196,Theft,STAMFORD HILL,Contents,,,,2026-05-09 15:57:00,12695.0,Home contents - Theft,Theft,STAMFORD HILL,STAMFORD HILL,True,True
INC-197,Theft,OLIVEDALE,Vehicle,SUZUKI,FRONX 1.5 GL A/T-2023-,2024.0,2026-05-09 15:00:00,316596.99,Motor Vehicle - Theft,Theft,OLIVEDALE,OLIVEDALE,True,True
INC-198,Theft,BRITS,Contents,,,,2026-05-09 14:00:00,94786.48,Home contents - Theft,Theft,BRITS,BRITS,True,True
INC-199,Theft,WITBANK EXT,Vehicle,VOLKSWAGEN,POLO GP 1.0 TSI R-LINE DSG-2016-2018,2017.0,2026-05-09 08:30:12,70123.25,Motor Vehicle - Theft,Theft,WITBANK EXT,WITBANK EXT,True,True
INC-200,Theft,DALPARK,Contents,,,,2026-05-09 01:00:00,15099.0,Home contents - Theft,Theft,DALPARK,DALPARK,True,True
INC-202,Theft,PHILIPPI,Contents,,,,2026-05-08 12:00:14,16498.0,Home contents - Theft,Theft,PHILIPPI,PHILIPPI,True,True
INC-203,Theft,LYDIANA,Contents,,,,2026-05-08 07:45:00,13650.0,Home contents - Theft,Theft,LYDIANA,LYDIANA,True,True
INC-204,Theft,LYDIANA,Vehicle,TOYOTA,COROLLA CROSS 1.8 XR-2021-,2022.0,2026-05-08 07:45:00,64809.13,Motor Vehicle - Theft,Theft,LYDIANA,LYDIANA,True,True
INC-205,Theft,SONEIKE,Contents,,,,2026-05-08 03:10:00,22767.0,Home contents - Theft,Theft,SONEIKE,SONEIKE,True,True
INC-206,Theft,ELANDSPARK,Vehicle,SUZUKI,SUPER CARRY 1.2i P/U S/C-2016-,2016.0,2026-05-08 02:33:00,20601.48,Motor Vehicle - Theft,Theft,ELANDSPARK,ELANDSPARK,True,True
INC-207,Theft,ELANDSPARK,Vehicle,SUZUKI,SUPER CARRY 1.2i P/U S/C-2016-,2016.0,2026-05-08 01:30:07,55637.28,Motor Vehicle - Theft,Theft,ELANDSPARK,ELANDSPARK,True,True
INC-208,Theft,MBAZWANA A,Vehicle,MAHINDRA,BOLERO NEF P/U S/C-2005-,2013.0,2026-05-07 19:00:00,1980.0,Motor Vehicle - Theft,Theft,MBAZWANA A,MBAZWANA A,True,True
INC-209,Theft,SOMERSET WEST,Contents,,,,2026-05-07 08:00:00,97193.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-210,Theft,SANDHURST,Contents,,,,2026-05-07 07:15:00,10425.0,Home contents - Theft,Theft,SANDHURST,SANDHURST,True,True
INC-211,Theft,TAMBOERSKLOOF,Vehicle,TOYOTA,ETIOS CROSS 1.5 Xs 5Dr-2014-2022,2015.0,2026-05-07 05:00:00,54114.41,Motor Vehicle - Theft,Theft,TAMBOERSKLOOF,TAMBOERSKLOOF,True,True
INC-212,Theft,HALFWAY GARDENS,Contents,,,,2026-05-06 11:30:42,18999.0,Home contents - Theft,Theft,HALFWAY GARDENS,HALFWAY GARDENS,True,True
INC-213,Theft,REMBRANDTPARK,Contents,,,,2026-05-06 10:45:00,8999.0,Home contents - Theft,Theft,REMBRANDTPARK,REMBRANDTPARK,True,True
INC-214,Theft,SOMERSET WEST,Vehicle,HAVAL,H6 1.5T PREMIUM-2017-2022,2020.0,2026-05-06 08:10:00,8172.18,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-215,Theft,CAPE TOWN CITY CENTRE,Vehicle,HYUNDAI,i20 1.2 MOTION-2015-2022,2021.0,2026-05-06 02:00:00,16244.4,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True
INC-216,Theft,TABLE VIEW,Contents,,,,2026-05-05 21:00:00,97670.89,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True
INC-218,Theft,PRETORIA,Vehicle,TOYOTA,FORTUNER 2.4GD-6 4X4 A/T-2017-2020,2019.0,2026-05-05 11:30:00,8596.79,Motor Vehicle - Theft,Theft,PRETORIA,PRETORIA,True,True
INC-219,Theft,VANDERBIJLPARK S. W. 5,Contents,,,,2026-05-05 02:15:00,14497.0,Home contents - Theft,Theft,VANDERBIJLPARK S. W. 5,VANDERBIJLPARK S. W. 5,True,True
INC-220,Theft,MAYBERRY PARK,Vehicle,TOYOTA,COROLLA 180i GSX-2002-2004,2003.0,2026-05-05 01:00:00,60000.0,Motor Vehicle - Theft,Theft,MAYBERRY PARK,MAYBERRY PARK,True,True
INC-221,Theft,BLOEMFONTEIN,Contents,,,,2026-05-04 22:00:00,5372.85,Home contents - Theft,Theft,BLOEMFONTEIN,BLOEMFONTEIN,True,True
INC-222,Theft,NEWLANDS,Contents,,,,2026-05-04 01:00:00,9622.1,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True
INC-223,Theft,SIR LOWRYS PASS,Contents,,,,2026-05-04 00:30:00,8365.0,Home contents - Theft,Theft,SIR LOWRYS PASS,SIR LOWRYS PASS,True,True
INC-224,Theft,SIR LOWRYS PASS,Vehicle,LAND ROVER,DISCOVERY 3 Td V6 HSE A/T-2005-2009,2006.0,2026-05-04 00:30:00,3095.0,Motor Vehicle - Theft,Theft,SIR LOWRYS PASS,SIR LOWRYS PASS,True,True
INC-225,Theft,MOSSEL BAY,Contents,,,,2026-05-03 17:00:00,75787.89,Home contents - Theft,Theft,MOSSEL BAY,MOSSEL BAY,True,True
INC-226,Theft,PRINCE ALBERT,Contents,,,,2026-05-03 11:00:00,2950.0,Home contents - Theft,Theft,PRINCE ALBERT,PRINCE ALBERT,True,True
INC-227,Theft,PAARL,Vehicle,TOYOTA,CONQUEST 1300 S-1988-1993,1990.0,2026-05-03 08:00:00,2343.2,Motor Vehicle - Theft,Theft,PAARL,PAARL,True,True
INC-228,Theft,SUMMERSTRAND,Contents,,,,2026-05-02 22:00:00,24121.35,Home contents - Theft,Theft,SUMMERSTRAND,SUMMERSTRAND,True,True
INC-229,Theft,PARKRAND,Vehicle,FORD,RANGER 3.0 V6 BI TURBO ECOBOOST RAPTOR 4X4 A/T-2023-,2024.0,2026-05-02 16:30:00,1091268.0,Motor Vehicle - Theft,Theft,PARKRAND,PARKRAND,True,True
INC-230,Theft,WESTCLIFF,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 (5DR)-2024-,2024.0,2026-05-02 14:20:00,204122.28,Motor Vehicle - Theft,Theft,WESTCLIFF,WESTCLIFF,True,True
INC-231,Theft,THEMBISA,Vehicle,HYUNDAI,GRAND i10 1.0 MOTION-2020-,2023.0,2026-05-02 09:30:00,2500.0,Motor Vehicle - Theft,Theft,THEMBISA,THEMBISA,True,True
INC-232,Theft,PLETTENBERG BAY,Contents,,,,2026-05-02 08:00:00,28748.0,Home contents - Theft,Theft,PLETTENBERG BAY,PLETTENBERG BAY,True,True
INC-233,Theft,PRETORIA,Contents,,,,2026-05-02 08:00:00,29551.09,Home contents - Theft,Theft,PRETORIA,PRETORIA,True,True
INC-234,Burglary,WEST ACRES,Contents,,,,2026-05-02 05:00:00,1550.0,Home contents - Theft,Theft,WEST ACRES,WEST ACRES,True,True
INC-235,Theft,BOTHASIG,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2020-,2026.0,2026-05-02 02:00:00,51801.5,Motor Vehicle - Theft,Theft,BOTHASIG,BOTHASIG,True,True
INC-238,Theft,SECUNDA,Contents,,,,2026-05-01 11:55:00,22616.98,Home contents - Theft,Theft,SECUNDA,SECUNDA,True,True
INC-239,Theft,STELLENBOSCH NU,Contents,,,,2026-05-01 10:00:00,52955.48,Home contents - Theft,Theft,STELLENBOSCH NU,STELLENBOSCH NU,True,True
INC-240,Burglary,ANNLIN,Contents,,,,2026-05-01 09:05:00,34878.0,Home contents - Theft,Theft,ANNLIN,ANNLIN,True,True
INC-241,Theft,HYDE PARK,Contents,,,,2026-05-01 08:34:00,183825.87,Home contents - Theft,Theft,HYDE PARK,HYDE PARK,True,True
INC-242,Theft,MUIZENBERG,Vehicle,HYUNDAI,VENUE 1.2 MOTION-2021-2023,2022.0,2026-05-01 08:34:00,4432.9,Motor Vehicle - Theft,Theft,MUIZENBERG,MUIZENBERG,True,True
INC-243,Theft,HYDE PARK,Vehicle,SUZUKI,JIMNY 1.5 GLX-2023-,2023.0,2026-05-01 08:34:00,360350.58,Motor Vehicle - Theft,Theft,HYDE PARK,HYDE PARK,True,True
INC-244,Theft,NEW GERMANY,Contents,,,,2026-05-01 02:11:00,10133.0,Home contents - Theft,Theft,NEW GERMANY,NEW GERMANY,True,True
INC-245,Theft,SECUNDA,Contents,,,,2026-05-01 01:00:00,2148.62,Home contents - Theft,Theft,SECUNDA,SECUNDA,True,True
INC-246,Theft,SOMERSET WEST,Vehicle,HYUNDAI,VENUE 1.0 TGDI FLUID-2019-2023,2021.0,2026-04-30 19:30:00,19813.12,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True
INC-247,Theft,GREENSTONE PARK,Contents,,,,2026-04-30 16:00:00,190.0,Home contents - Theft,Theft,GREENSTONE PARK,GREENSTONE PARK,True,True
INC-248,Theft,HERMANSTAD,Vehicle,JETOUR,X70 PLUS 1.5T MOMENTUM-2024-,2026.0,2026-04-30 13:05:00,420562.28,Motor Vehicle - Theft,Theft,HERMANSTAD,HERMANSTAD,True,True
INC-249,Theft,BRAKPAN,Vehicle,MERCEDES-BENZ,GLE 400d 4MATIC-2019-,2023.0,2026-04-30 11:00:00,7058.81,Motor Vehicle - Theft,Theft,BRAKPAN,BRAKPAN,True,True
INC-250,Theft,BLOEMFONTEIN NU,Vehicle,SUZUKI,JIMNY 1.5 GLX A/T-2018-,2021.0,2026-04-30 09:00:00,7476.55,Motor Vehicle - Theft,Theft,BLOEMFONTEIN NU,BLOEMFONTEIN NU,True,True
INC-251,Theft,VALHALLA,Contents,,,,2026-04-30 03:30:57,62000.0,Home contents - Theft,Theft,VALHALLA,VALHALLA,True,True
INC-252,Theft,GREEN POINT,Contents,,,,2026-04-29 22:30:00,11249.0,Home contents - Theft,Theft,GREEN POINT,GREEN POINT,True,True
INC-253,Theft,FOUNDERS HILL,Vehicle,TOYOTA,COROLLA 1.2T XS CVT (5DR)-2019-2023,2021.0,2026-04-29 22:05:00,336722.97,Motor Vehicle - Theft,Theft,FOUNDERS HILL,FOUNDERS HILL,True,True
INC-254,Theft,WENTWORTH PARK,Vehicle,TOYOTA,HILUX 2.5 D-4D VNT 106KW R/B P/U D/C-2012-2014,2013.0,2026-04-29 21:00:00,258700.0,Motor Vehicle - Theft,Theft,WENTWORTH PARK,WENTWORTH PARK,True,True
INC-255,Theft,WILSONIA,Contents,,,,2026-04-29 18:30:00,28181.0,Home contents - Theft,Theft,WILSONIA,WILSONIA,True,True
INC-256,Armed Robbery,LAMBTON,Vehicle,TOYOTA,PRADO VX 3.0 TDi A/T-2013-2017,2015.0,2026-04-29 18:00:00,6015.91,,Armed Robbery,LAMBTON,LAMBTON,True,True
INC-257,Theft,MUIZENBERG,Contents,,,,2026-04-29 15:00:00,24899.0,Home contents - Theft,Theft,MUIZENBERG,MUIZENBERG,True,True
INC-258,Theft,SHEFFIELD BEACH,Contents,,,,2026-04-29 13:30:50,6747.0,Home contents - Theft,Theft,SHEFFIELD BEACH,SHEFFIELD BEACH,True,True
INC-259,Theft,PRETORIA,Contents,,,,2026-04-29 11:00:00,16249.97,Home contents - Theft,Theft,PRETORIA,PRETORIA,True,True
INC-260,Theft,KENSINGTON,Contents,,,,2026-04-29 01:40:00,8660.0,Home contents - Theft,Theft,KENSINGTON,KENSINGTON,True,True
INC-261,Theft,RIETVALLEIRAND,Vehicle,FORD,RANGER 2.0D XL A/T D/C P/U-2022-,2025.0,2026-04-28 17:15:00,11328.54,Motor Vehicle - Theft,Theft,RIETVALLEIRAND,RIETVALLEIRAND,True,True
INC-262,Theft,SAND BAY,Contents,,,,2026-04-28 16:30:00,19052.35,Home contents - Theft,Theft,SAND BAY,SAND BAY,True,True
INC-263,Theft,BEDFORDVIEW,Contents,,,,2026-04-28 15:49:54,112493.01,Home contents - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True
INC-264,Theft,SEDGEFIELD,Contents,,,,2026-04-28 12:52:00,17148.0,Home contents - Theft,Theft,SEDGEFIELD,SEDGEFIELD,True,True
INC-265,Theft,FORDSBURG,Vehicle,CHERY,OMODA C5 1.5T TECH-2023-,2024.0,2026-04-28 12:05:00,357000.0,Motor Vehicle - Theft,Theft,FORDSBURG,FORDSBURG,True,True
INC-266,Theft,WOODMEAD,Vehicle,TOYOTA,FORTUNER 2.8GD-6 4X4 A/T-2016-2020,2018.0,2026-04-28 10:05:00,477130.9,Motor Vehicle - Theft,Theft,WOODMEAD,WOODMEAD,True,True
INC-267,Theft,FOCHVILLE,Vehicle,FORD,ECOSPORT 1.5TiVCT AMBIENTE-2013-2018,2016.0,2026-04-27 16:00:00,12659.0,Motor Vehicle - Theft,Theft,FOCHVILLE,FOCHVILLE,True,True
INC-269,Windscreen/ Motor glass damage,WILDERNESS CENTRAL,Contents,,,,2026-04-27 10:00:00,3600.0,Home contents - Theft,Theft,WILDERNESS CENTRAL,WILDERNESS CENTRAL,True,True
INC-270,Theft,BLACKHEATH,Vehicle,VOLKSWAGEN,POLO 1.0 TSI COMFORTLINE-2017-2022,2021.0,2026-04-27 08:34:00,251355.07,Motor Vehicle - Theft,Theft,BLACKHEATH,BLACKHEATH,True,True
INC-271,Theft,DE DOORNS,Vehicle,RENAULT,DUSTER 1.5 dCI PRESTIGE EDC-2018-2022,2020.0,2026-04-27 08:30:00,32625.37,Motor Vehicle - Theft,Theft,DE DOORNS,DE DOORNS,True,True
INC-272,Theft,VRYBURG,Vehicle,ISUZU,KB 280 DT LE P/U D/C-1993-1997,1996.0,2026-04-26 23:00:00,21533.92,Motor Vehicle - Theft,Theft,VRYBURG,VRYBURG,True,True
INC-273,Theft,CLAREMONT,Contents,,,,2026-04-26 14:40:00,28249.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True
INC-274,Theft,UMLAZI BB,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 (5DR)-2024-,2024.0,2026-04-26 09:45:00,223240.06,Motor Vehicle - Theft,Theft,UMLAZI BB,UMLAZI BB,True,True
INC-275,Theft,JOHANNESBURG,Contents,,,,2026-04-26 09:32:00,11900.0,Home contents - Theft,Theft,JOHANNESBURG,JOHANNESBURG,True,True
INC-276,Theft,MONAVONI,Contents,,,,2026-04-26 03:00:00,13445.0,Home contents - Theft,Theft,MONAVONI,MONAVONI,True,True
INC-277,Theft,NASREC,Contents,,,,2026-04-25 23:00:45,26949.0,Home contents - Theft,Theft,NASREC,NASREC,True,True
INC-278,Theft,EDENVILLE,Contents,,,,2026-04-25 21:40:00,13133.15,Home contents - Theft,Theft,EDENVILLE,EDENVILLE,True,True
INC-279,Stolen and recovered,DE WATERKANT,Vehicle,MERCEDES-BENZ,C200 A/T-2014-2018,2016.0,2026-04-25 16:45:00,34078.05,Motor Vehicle - Theft,Theft,DE WATERKANT,DE WATERKANT,True,True
INC-280,Theft,MORNINGSIDE,Vehicle,TOYOTA,ETIOS CROSS 1.5 Xs 5Dr-2014-2022,2015.0,2026-04-24 16:54:00,7095.13,Motor Vehicle - Theft,Theft,MORNINGSIDE,MORNINGSIDE,True,True
INC-281,Theft,BOSTON,Contents,,,,2026-04-24 12:00:00,51854.0,Home contents - Theft,Theft,BOSTON,BOSTON,True,True
INC-282,Theft,PEERLESS PARK EAST,Vehicle,NISSAN,QASHQAI 1.2T ACENTA CVT-2017-2023,2019.0,2026-04-24 02:00:00,1750.0,Motor Vehicle - Theft,Theft,PEERLESS PARK EAST,PEERLESS PARK EAST,True,True
INC-283,Theft,HIGHLANDS NORTH,Contents,,,,2026-04-22 12:50:00,119373.04,Home contents - Theft,Theft,HIGHLANDS NORTH,HIGHLANDS NORTH,True,True
INC-284,Theft,PORT ALFRED,Contents,,,,2026-04-22 04:00:00,7826.95,Home contents - Theft,Theft,PORT ALFRED,PORT ALFRED,True,True
INC-285,Theft,DURBAN CENTRAL,Contents,,,,2026-04-21 17:00:37,1899.0,Home contents - Theft,Theft,DURBAN CENTRAL,DURBAN CENTRAL,True,True
