Incident,PERIL,SUBURB,ITEM_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,INCIDENT_DATE_TIME,CLAIM_AMOUNT,ITEM_CATEGORY,ITEM_PERIL_DESCR,SUBURB_RAW,SUBURB_CLEAN,amount_valid,time_reliable,METRO
INC-9013,Theft,RONDEBOSCH,Contents,,,,2023-04-04 22:00:00,2430.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9032,Theft,WATERKLOOF RIDGE,Contents,,,,2023-04-03 13:31:00,138579.2,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-9039,Theft,SOMERSET WEST,Contents,,,,2023-04-02 14:34:39,10040.83,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-9052,Theft,WATERKLOOF RIDGE,Contents,,,,2023-04-01 04:30:00,253051.6,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-9095,Theft,FOURWAYS,Contents,,,,2023-03-27 01:00:00,21201.0,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-9101,Theft,WATERKLOOF RIDGE,Contents,,,,2023-03-26 13:45:00,94723.05,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-9115,Theft,CLAREMONT,Vehicle,MERCEDES-BENZ,B 180 A/T-2009-2012,2011.0,2023-03-25 10:42:17,2000.0,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-9140,Theft,BRYANSTON,Vehicle,HONDA,CR-V 2.0 COMFORT CVT-2017-,2017.0,2023-03-22 15:51:10,2250.0,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-9151,Armed Robbery,RONDEBOSCH,Vehicle,VOLKSWAGEN,CADDY 1.6i F/C P/V-2004-2011,2011.0,2023-03-21 19:11:00,0.0,,Armed Robbery,RONDEBOSCH,RONDEBOSCH,False,True,Cape Town
INC-9181,Theft,CAPE TOWN CITY CENTRE,Vehicle,FORD,ECOSPORT 1.5TDCi AMBIENTE-2018-,2018.0,2023-03-17 23:00:00,4795.5,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-9182,Theft,FOURWAYS,Vehicle,TOYOTA,ETIOS 1.5 SPORT LTD EDITION 5DR-2018-2022,2018.0,2023-03-17 20:20:00,81988.5,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-9192,Theft,SEA POINT,Vehicle,RENAULT,CLIO IV 900T AUTHENTIQUE 5DR (66KW)-2016-2022,2019.0,2023-03-16 17:15:34,4681.2,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-9198,Theft,TABLE VIEW,Contents,,,,2023-03-16 12:00:00,5000.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-9206,Armed Robbery,BEDFORDVIEW,Vehicle,KIA,RIO 1.4 5DR A/T-2011-2018,2013.0,2023-03-15 13:40:00,0.0,,Armed Robbery,BEDFORDVIEW,BEDFORDVIEW,False,True,Gauteng
INC-9210,Theft,NEWLANDS,Contents,,,,2023-03-15 07:20:00,45968.98,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-9240,Theft,BRYANSTON,Vehicle,HONDA,JAZZ 1.3 COMFORT-2011-2015,2012.0,2023-03-12 15:59:00,96342.43,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-9247,Theft,CLAREMONT,Contents,,,,2023-03-11 21:00:00,27637.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-9256,Theft,BEDFORDVIEW,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2018-2021,2020.0,2023-03-10 20:06:00,720454.74,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-9298,Theft,WATERKLOOF RIDGE,Contents,,,,2023-03-06 13:30:00,87291.5,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-9300,Theft,RONDEBOSCH,Vehicle,VOLKSWAGEN,POLO 1.4 COMFORTLINE-2008-2010,2008.0,2023-03-06 07:00:00,66000.0,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9307,Windscreen/ Motor glass damage,SEA POINT,Vehicle,VOLKSWAGEN,POLO VIVO GP 1.4 CONCEPTLINE 5DR-2014-2018,2017.0,2023-03-05 09:10:00,2973.25,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-9313,Theft,WATERKLOOF RIDGE,Vehicle,MAZDA,MAZDA3 1.6 SPORT ACTIVE-2009-2014,2013.0,2023-03-04 14:30:00,130130.44,Motor Vehicle - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-9314,Theft,BRYANSTON,Contents,,,,2023-03-04 14:30:00,108015.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-9349,Theft,RONDEBOSCH,Vehicle,TOYOTA,VERSO 180 TX-2005-2009,2008.0,2023-03-01 11:50:00,103983.59,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9372,Theft,RONDEBOSCH,Vehicle,MERCEDES-BENZ,C200K AVANTGARDE-2004-2007,2004.0,2023-02-26 19:00:00,6299.7,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9381,Hijack,NEWLANDS,Vehicle,RENAULT,DUSTER 1.5 dCI DYNAMIQUE 4X4-2013-2018,2016.0,2023-02-25 13:37:00,203993.07,Motor Vehicle - Theft,Hijack,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-9391,Theft,CLAREMONT,Contents,,,,2023-02-24 09:30:00,5349.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-9396,Theft,NEWLANDS,Contents,,,,2023-02-23 00:00:00,147887.95,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,False,Cape Town
INC-9401,Theft,RONDEBOSCH,Contents,,,,2023-02-22 01:30:00,55258.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9423,Theft,RONDEBOSCH,Contents,,,,2023-02-20 02:00:00,8750.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9445,Theft,RONDEBOSCH,Contents,,,,2023-02-17 22:00:00,396.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9451,Theft,GARSFONTEIN,Contents,,,,2023-02-16 23:50:00,56621.4,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-9478,Theft,SEA POINT,Vehicle,RENAULT,SANDERO 1.6 STEPWAY-2010-2015,2013.0,2023-02-13 13:35:00,23140.03,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-9490,Theft,FOURWAYS,Contents,,,,2023-02-12 23:00:00,24815.01,Home contents - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-9493,Theft,CAPE TOWN CITY CENTRE,Vehicle,HYUNDAI,GRAND i10 1.25 MOTION A/T-2017-2018,2017.0,2023-02-12 17:30:00,3593.39,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-9499,Theft,TABLE VIEW,Vehicle,FORD,ECOSPORT 1.5TDCi AMBIENTE-2018-,2020.0,2023-02-12 05:50:17,11930.9,Motor Vehicle - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-9532,Theft,TABLE VIEW,Contents,,,,2023-02-09 19:52:44,57046.99,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-9569,Theft,RONDEBOSCH,Contents,,,,2023-02-06 22:00:00,32367.84,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9601,Burglary,RONDEBOSCH,Contents,,,,2023-02-03 22:13:00,287500.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9602,Theft,BRYANSTON,Contents,,,,2023-02-03 18:31:00,59200.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-9605,Theft,BRYANSTON,Contents,,,,2023-02-03 00:00:00,8500.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,False,Gauteng
INC-9618,Theft,SOMERSET WEST,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 5Dr-2010-2014,2011.0,2023-02-01 02:00:00,3040.0,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-9647,Theft,MENLO PARK,Contents,,,,2023-01-29 10:00:24,16536.7,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-9653,Theft,CENTURION CENTRAL,Contents,,,,2023-01-28 14:35:00,13500.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-9671,Theft,BRYANSTON,Vehicle,TOYOTA,HILUX 2.7 VVTi LEGEND 45 R/B P/U D/C-2014-2016,2014.0,2023-01-27 07:30:00,29633.15,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-9683,Theft,NEWLANDS,Contents,,,,2023-01-26 04:00:00,3500.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-9684,Armed Robbery,SEA POINT,Contents,,,,2023-01-26 02:42:07,900.0,,Armed Robbery,SEA POINT,SEA POINT,True,True,Cape Town
INC-9711,Theft,NEWLANDS,Contents,,,,2023-01-24 07:25:00,101117.74,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-9712,Theft,BRYANSTON,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2009-2011,2010.0,2023-01-24 06:15:00,3973.25,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-9751,Theft,BRYANSTON,Contents,,,,2023-01-19 17:00:00,88400.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-9757,Theft,RONDEBOSCH,Vehicle,RENAULT,DUSTER 1.5 dCI DYNAMIQUE 4X4-2013-2018,2015.0,2023-01-18 19:30:00,8083.15,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9778,Theft,MENLO PARK,Vehicle,VOLKSWAGEN,T-CROSS 1.0 TSI HIGHLINE DSG-2019-,2021.0,2023-01-17 14:20:00,80336.73,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-9789,Theft,RONDEBOSCH,Contents,,,,2023-01-15 22:12:45,14864.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9797,Theft,CLAREMONT,Vehicle,TOYOTA,FORTUNER 2.8GD-6 EPIC BLACK A/T-2020-2023,2021.0,2023-01-15 06:00:00,33964.83,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-9807,Theft,TABLE VIEW,Contents,,,,2023-01-14 05:45:46,22099.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-9809,Armed Robbery,CAPE TOWN CITY CENTRE,Contents,,,,2023-01-14 03:21:00,0.0,,Armed Robbery,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,False,True,Cape Town
INC-9810,Theft,SOMERSET WEST,Contents,,,,2023-01-14 02:00:00,40319.4,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-9824,Theft,CENTURION CENTRAL,Contents,,,,2023-01-13 02:30:00,11688.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-9826,Theft,SOMERSET WEST,Contents,,,,2023-01-13 01:00:01,8750.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-9849,Theft,NEWLANDS,Vehicle,VOLKSWAGEN,POLO 1.4 TRENDLINE-2005-2010,2006.0,2023-01-10 15:09:00,52730.51,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-9901,Theft,CENTURION CENTRAL,Contents,,,,2023-01-05 11:00:00,1343.51,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-9933,Theft,RONDEBOSCH,Contents,,,,2023-01-02 20:20:38,15065.9,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-9947,Theft,FOURWAYS,Vehicle,SUZUKI,SWIFT 1.2 GLX-2019-,2022.0,2023-01-01 18:42:00,261598.0,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,True,Gauteng
INC-9959,Armed Robbery,NEWLANDS,Contents,,,,2022-12-31 18:13:00,110893.61,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-9974,Theft,NEWLANDS,Vehicle,VOLKSWAGEN,POLO GTi 1.8TSI DSG-2015-2018,2016.0,2022-12-29 23:17:00,84998.92,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-9984,Theft,CAPE TOWN CITY CENTRE,Vehicle,HYUNDAI,i20 1.2 MOTION-2012-2015,2013.0,2022-12-29 09:00:00,4134.25,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-10001,Theft,NEWLANDS,Contents,,,,2022-12-28 00:00:00,4998.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,False,Cape Town
INC-10041,Theft,RONDEBOSCH,Contents,,,,2022-12-24 00:00:00,103578.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,False,Cape Town
INC-10075,Theft,NEWLANDS,Contents,,,,2022-12-21 03:01:40,11548.0,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-10097,Theft,BRYANSTON,Contents,,,,2022-12-19 09:00:00,106175.0,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-10116,Theft,CAPE TOWN CITY CENTRE,Contents,,,,2022-12-17 15:23:43,20204.0,Home contents - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-10131,Theft,CENTURION CENTRAL,Contents,,,,2022-12-17 00:00:00,38766.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,False,Gauteng
INC-10137,Theft,SOMERSET WEST,Contents,,,,2022-12-16 08:52:00,20000.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-10143,Theft,SOMERSET WEST,Contents,,,,2022-12-15 17:45:00,44916.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-10179,Theft,SEA POINT,Vehicle,TOYOTA,FORTUNER 4.0 V6 RAISED BODY-2006-2009,2007.0,2022-12-12 11:15:00,1720.49,Motor Vehicle - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-10199,Armed Robbery,RONDEBOSCH,Vehicle,KIA,PICANTO 1.1 LX A/C-2004-2008,2008.0,2022-12-10 09:30:00,0.0,,Armed Robbery,RONDEBOSCH,RONDEBOSCH,False,True,Cape Town
INC-10205,Theft,SOMERSET WEST,Contents,,,,2022-12-09 16:00:00,54427.05,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-10242,Theft,CENTURION CENTRAL,Vehicle,FORD,RANGER 3.2TDCi WILDTRAK A/T P/U D/C-2019-,2019.0,2022-12-06 07:00:00,6946.13,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-10246,Theft,SOMERSET WEST,Contents,,,,2022-12-05 13:30:00,100000.0,Home contents - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-10264,Theft,BRYANSTON,Contents,,,,2022-12-03 14:00:00,108824.59,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-10266,Armed Robbery,BRYANSTON,Contents,,,,2022-12-03 13:15:00,0.0,,Armed Robbery,BRYANSTON,BRYANSTON,False,True,Gauteng
INC-10284,Armed Robbery,CLAREMONT,Contents,,,,2022-12-02 13:31:00,0.0,,Armed Robbery,CLAREMONT,CLAREMONT,False,True,Cape Town
INC-10330,Theft,RONDEBOSCH,Contents,,,,2022-11-29 00:00:00,4197.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,False,Cape Town
INC-10340,Theft,SOMERSET WEST,Vehicle,VOLKSWAGEN,CROSS UP! 1.0 5DR-2016-2020,2018.0,2022-11-28 00:00:00,5796.0,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,False,Cape Town
INC-10348,Theft,RONDEBOSCH,Contents,,,,2022-11-27 04:39:00,13450.0,Home contents - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-10351,Theft,FOURWAYS,Vehicle,VOLKSWAGEN,POLO GP 1.2 TSI HIGHLINE DSG (81KW)-2014-2018,2015.0,2022-11-27 00:00:00,5822.25,Motor Vehicle - Theft,Theft,FOURWAYS,FOURWAYS,True,False,Gauteng
INC-10359,Stolen and recovered,GARSFONTEIN,Contents,,,,2022-11-26 09:58:00,3831.46,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-10378,Theft,TABLE VIEW,Contents,,,,2022-11-24 12:00:00,5440.86,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-10390,Theft,MENLO PARK,Vehicle,TOYOTA,ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022,2013.0,2022-11-23 17:00:00,40490.25,Motor Vehicle - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-10414,Theft,WATERKLOOF RIDGE,Vehicle,BMW,525i A/T (E39)-2000-2003,2002.0,2022-11-21 13:16:00,9961.85,Motor Vehicle - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-10415,Theft,WATERKLOOF RIDGE,Contents,,,,2022-11-21 13:16:00,138525.0,Home contents - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-10423,Theft,BRYANSTON,Vehicle,MERCEDES-BENZ,E 200-2013-2016,2014.0,2022-11-20 10:00:00,2811.69,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-10428,Theft,SOMERSET WEST,Vehicle,VOLKSWAGEN,POLO VIVO 1.4 5Dr-2010-2014,2013.0,2022-11-20 01:20:00,3766.25,Motor Vehicle - Theft,Theft,SOMERSET WEST,SOMERSET WEST,True,True,Cape Town
INC-10437,Theft,BRYANSTON,Vehicle,FORD,RANGER 3.2TDCi XLT 4X4 P/U D/C-2011-2015,2012.0,2022-11-19 12:13:00,245497.05,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-10446,Theft,BEDFORDVIEW,Vehicle,TOYOTA,HILUX 2.8 GD-6 RB LEGEND A/T P/U D/C-2020-,2022.0,2022-11-18 05:00:00,297620.41,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-10455,Theft,CLAREMONT,Vehicle,VOLKSWAGEN,GOLF 1.6 TRENDLINE-2004-2009,2009.0,2022-11-17 04:00:00,2324.95,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-10461,Theft,MENLO PARK,Contents,,,,2022-11-16 23:00:00,101158.68,Home contents - Theft,Theft,MENLO PARK,MENLO PARK,True,True,Gauteng
INC-10462,Theft,CENTURION CENTRAL,Vehicle,SUBARU,FORESTER 2.5 XS-2008-2013,2009.0,2022-11-16 22:25:00,4263.05,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-10466,Theft,BEDFORDVIEW,Vehicle,TOYOTA,FORTUNER 3.0D-4D R/B A/T-2011-2017,2014.0,2022-11-16 11:36:00,3263.05,Motor Vehicle - Theft,Theft,BEDFORDVIEW,BEDFORDVIEW,True,True,Gauteng
INC-10475,Theft,SEA POINT,Contents,,,,2022-11-14 20:20:00,142441.87,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-10482,Theft,RONDEBOSCH,Vehicle,BMW,118i 5DR A/T (F20)-2011-2015,2014.0,2022-11-13 14:00:00,4065.85,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-10487,Theft,CAPE TOWN CITY CENTRE,Vehicle,FORD,FIESTA 1.0 ECOBOOST TITANIUM A/T 5DR-2018-2022,2018.0,2022-11-13 11:00:00,2601.14,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-10492,Theft,GARSFONTEIN,Contents,,,,2022-11-13 03:05:00,18021.33,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-10496,Theft,GARSFONTEIN,Contents,,,,2022-11-13 00:00:00,20182.09,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,False,Gauteng
INC-10498,Hijack,NEWLANDS,Vehicle,VOLKSWAGEN,GOLF VII GTi 2.0 TSI DSG-2013-2017,2014.0,2022-11-12 18:46:00,46528.1,Motor Vehicle - Theft,Hijack,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-10499,Theft,WATERKLOOF RIDGE,Vehicle,TOYOTA,HILUX 2.8 GD-6 RAIDER 4X4 P/U E/CAB-2018-2021,2020.0,2022-11-12 17:37:00,217153.23,Motor Vehicle - Theft,Theft,WATERKLOOF RIDGE,WATERKLOOF RIDGE,True,True,Gauteng
INC-10512,Theft,RONDEBOSCH,Vehicle,AUDI,A3 SPORTBACK 1.0 TFSI STRONIC (30 TFSI)-2016-2022,2019.0,2022-11-12 01:28:00,276186.88,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-10513,Theft,RONDEBOSCH,Vehicle,AUDI,A3 2.0 FSi AMBITION-2004-2008,2006.0,2022-11-12 01:28:00,63470.1,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-10514,Theft,RONDEBOSCH,Vehicle,HONDA,CRV 2.4 VTEC RVSi-2008-2010,2008.0,2022-11-12 01:28:00,3600.0,Motor Vehicle - Theft,Theft,RONDEBOSCH,RONDEBOSCH,True,True,Cape Town
INC-10523,Theft,CENTURION CENTRAL,Vehicle,HYUNDAI,i10 1.2 GLS-2008-2011,2009.0,2022-11-11 07:44:00,4427.5,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-10533,Armed Robbery,BRYANSTON,Contents,,,,2022-11-09 12:50:00,95885.83,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-10534,Armed Robbery,BRYANSTON,Contents,,,,2022-11-09 12:50:00,0.0,,Armed Robbery,BRYANSTON,BRYANSTON,False,True,Gauteng
INC-10536,Theft,CLAREMONT,Vehicle,VOLKSWAGEN,T6 KOMBI 2.0 TDi DSG 103kw (TRENDLINE)-2015-2020,2018.0,2022-11-09 07:44:00,6297.1,Motor Vehicle - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-10549,Theft,CAPE TOWN CITY CENTRE,Vehicle,MERCEDES-BENZ,CLC 200K A/T-2008-2014,2010.0,2022-11-08 12:01:50,5000.0,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-10563,Theft,BRYANSTON,Contents,,,,2022-11-07 00:00:00,326900.49,Home contents - Theft,Theft,BRYANSTON,BRYANSTON,True,False,Gauteng
INC-10613,Theft,CAPE TOWN CITY CENTRE,Vehicle,RENAULT,CAPTUR 900T EXPRESSION 5DR (66KW)-2015-2017,2015.0,2022-11-03 18:00:00,3427.5,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-10627,Theft,CAPE TOWN CITY CENTRE,Vehicle,SUZUKI,JIMNY 1.5 GLX A/T-2018-,2020.0,2022-11-02 18:30:00,4263.05,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-10659,Theft,SEA POINT,Contents,,,,2022-10-30 10:40:00,5643.0,Home contents - Theft,Theft,SEA POINT,SEA POINT,True,True,Cape Town
INC-10669,Theft,NEWLANDS,Contents,,,,2022-10-29 23:09:00,60830.72,Home contents - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-10682,Theft,CENTURION CENTRAL,Vehicle,FORD,RANGER 3.2TDCi 3.2 WILDTRAK 4X4 A/T P/U D/C-2015-2020,2019.0,2022-10-29 11:00:00,9350.23,Motor Vehicle - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
INC-10685,Theft,BRYANSTON,Vehicle,TOYOTA,PRADO VX-L 4.0 V6 A/T-2017-,2022.0,2022-10-29 07:10:00,1237440.0,Motor Vehicle - Theft,Theft,BRYANSTON,BRYANSTON,True,True,Gauteng
INC-10729,Hijack,TABLE VIEW,Vehicle,AUDI,A4 1.8T AMBITION (B8)-2008-2012,2009.0,2022-10-25 08:13:00,8312.83,Motor Vehicle - Theft,Hijack,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-10749,Remote jamming,NEWLANDS,Vehicle,VOLKSWAGEN,AMAROK 2.0 BiTDi HIGHLINE 132KW 4MOT D/C P/U-2012-2020,2015.0,2022-10-23 20:53:00,12558.5,Motor Vehicle - Theft,Theft,NEWLANDS,NEWLANDS,True,True,Cape Town
INC-10750,Theft,CLAREMONT,Contents,,,,2022-10-23 15:45:00,12000.0,Home contents - Theft,Theft,CLAREMONT,CLAREMONT,True,True,Cape Town
INC-10759,Theft,CAPE TOWN CITY CENTRE,Vehicle,VOLKSWAGEN,POLO 1.0 TSI COMFORTLINE-2017-,2018.0,2022-10-22 23:00:00,14517.66,Motor Vehicle - Theft,Theft,CAPE TOWN CITY CENTRE,CAPE TOWN CITY CENTRE,True,True,Cape Town
INC-10768,Theft,GARSFONTEIN,Contents,,,,2022-10-22 02:30:00,194544.4,Home contents - Theft,Theft,GARSFONTEIN,GARSFONTEIN,True,True,Gauteng
INC-10793,Theft,TABLE VIEW,Contents,,,,2022-10-19 14:01:00,23297.0,Home contents - Theft,Theft,TABLE VIEW,TABLE VIEW,True,True,Cape Town
INC-10795,Theft,CENTURION CENTRAL,Contents,,,,2022-10-19 13:56:00,9658.0,Home contents - Theft,Theft,CENTURION CENTRAL,CENTURION CENTRAL,True,True,Gauteng
