Station,Crime_Category,Incidents,Year
Smithfield,Neglect and ill-treatment of children,1,2025/2026
Smithfield,Other serious Crime,36,2025/2026
Smithfield,Property-related Crime,76,2025/2026
Smithfield,Public violence,0,2025/2026
Smithfield,Rape,6,2025/2026
Smithfield,Robbery at non-residential premises,1,2025/2026
Smithfield,Robbery at residential premises,1,2025/2026
Smithfield,Robbery of cash in transit,0,2025/2026
Smithfield,Robbery with aggravating circumstances,3,2025/2026
Smithfield,Sexual assault,5,2025/2026
Smithfield,Sexual offences,12,2025/2026
Smithfield,Sexual offences detected as a result of police action,0,2025/2026
Smithfield,Shoplifting,6,2025/2026
Smithfield,Stock-theft,45,2025/2026
Smithfield,TRIO Crime,2,2025/2026
Smithfield,Theft of motor vehicle and motorcycle,1,2025/2026
Smithfield,Theft out of or from motor vehicle,1,2025/2026
Smithfield,Truck hijacking,0,2025/2026
Somerset West,17 Community reported serious Crime,3355,2025/2026
Somerset West,Abduction,0,2025/2026
Somerset West,All theft not mentioned elsewhere,711,2025/2026
Somerset West,Arson,3,2025/2026
Somerset West,Assault with the intent to inflict grievous bodily harm,141,2025/2026
Somerset West,Attempted murder,4,2025/2026
Somerset West,Attempted sexual offences,3,2025/2026
Somerset West,Bank robbery,0,2025/2026
Somerset West,Burglary at non-residential premises,62,2025/2026
Somerset West,Burglary at residential premises,296,2025/2026
Somerset West,Carjacking,3,2025/2026
Somerset West,Commercial crime,891,2025/2026
Somerset West,Common assault,365,2025/2026
Somerset West,Common robbery,56,2025/2026
Somerset West,Contact crime (Crimes against the person),788,2025/2026
Somerset West,Contact sexual offences,1,2025/2026
Somerset West,Contact-related Crime,201,2025/2026
Somerset West,Crime detected as a result of police action,532,2025/2026
Somerset West,Crimen injuria,50,2025/2026
Somerset West,Culpable homicide,8,2025/2026
Somerset West,Driving under the influence of alcohol or drugs,138,2025/2026
Somerset West,Drug-related crime,387,2025/2026
Somerset West,Illegal possession of firearms and ammunition,7,2025/2026
Somerset West,Kidnapping,6,2025/2026
Somerset West,Malicious damage to property,198,2025/2026
Somerset West,Murder,10,2025/2026
Somerset West,Neglect and ill-treatment of children,1,2025/2026
Somerset West,Other serious Crime,1723,2025/2026
Somerset West,Property-related Crime,643,2025/2026
Somerset West,Public violence,1,2025/2026
Somerset West,Rape,37,2025/2026
Somerset West,Robbery at non-residential premises,6,2025/2026
Somerset West,Robbery at residential premises,33,2025/2026
Somerset West,Robbery of cash in transit,1,2025/2026
Somerset West,Robbery with aggravating circumstances,159,2025/2026
Somerset West,Sexual assault,12,2025/2026
Somerset West,Sexual offences,53,2025/2026
Somerset West,Sexual offences detected as a result of police action,0,2025/2026
Somerset West,Shoplifting,121,2025/2026
Somerset West,Stock-theft,2,2025/2026
Somerset West,TRIO Crime,42,2025/2026
Somerset West,Theft of motor vehicle and motorcycle,54,2025/2026
Somerset West,Theft out of or from motor vehicle,229,2025/2026
Somerset West,Truck hijacking,1,2025/2026
Sonskyn,17 Community reported serious Crime,1074,2025/2026
Sonskyn,Abduction,0,2025/2026
Sonskyn,All theft not mentioned elsewhere,218,2025/2026
Sonskyn,Arson,4,2025/2026
Sonskyn,Assault with the intent to inflict grievous bodily harm,240,2025/2026
Sonskyn,Attempted murder,31,2025/2026
Sonskyn,Attempted sexual offences,2,2025/2026
Sonskyn,Bank robbery,0,2025/2026
Sonskyn,Burglary at non-residential premises,12,2025/2026
Sonskyn,Burglary at residential premises,99,2025/2026
Sonskyn,Carjacking,2,2025/2026
Sonskyn,Commercial crime,13,2025/2026
Sonskyn,Common assault,169,2025/2026
Sonskyn,Common robbery,19,2025/2026
Sonskyn,Contact crime (Crimes against the person),611,2025/2026
Sonskyn,Contact sexual offences,0,2025/2026
Sonskyn,Contact-related Crime,96,2025/2026
Sonskyn,Crime detected as a result of police action,29,2025/2026
Sonskyn,Crimen injuria,20,2025/2026
Sonskyn,Culpable homicide,2,2025/2026
Sonskyn,Driving under the influence of alcohol or drugs,3,2025/2026
Sonskyn,Drug-related crime,17,2025/2026
Sonskyn,Illegal possession of firearms and ammunition,9,2025/2026
Sonskyn,Kidnapping,4,2025/2026
Sonskyn,Malicious damage to property,92,2025/2026
Sonskyn,Murder,14,2025/2026
Sonskyn,Neglect and ill-treatment of children,5,2025/2026
Sonskyn,Other serious Crime,240,2025/2026
Sonskyn,Property-related Crime,127,2025/2026
Sonskyn,Public violence,0,2025/2026
Sonskyn,Rape,43,2025/2026
Sonskyn,Robbery at non-residential premises,4,2025/2026
Sonskyn,Robbery at residential premises,15,2025/2026
Sonskyn,Robbery of cash in transit,1,2025/2026
Sonskyn,Robbery with aggravating circumstances,88,2025/2026
Sonskyn,Sexual assault,5,2025/2026
Sonskyn,Sexual offences,50,2025/2026
Sonskyn,Sexual offences detected as a result of police action,0,2025/2026
Sonskyn,Shoplifting,9,2025/2026
Sonskyn,Stock-theft,1,2025/2026
Sonskyn,TRIO Crime,21,2025/2026
Sonskyn,Theft of motor vehicle and motorcycle,2,2025/2026
Sonskyn,Theft out of or from motor vehicle,13,2025/2026
Sonskyn,Truck hijacking,0,2025/2026
Sophia Town,17 Community reported serious Crime,2636,2025/2026
Sophia Town,Abduction,0,2025/2026
Sophia Town,All theft not mentioned elsewhere,418,2025/2026
Sophia Town,Arson,3,2025/2026
Sophia Town,Assault with the intent to inflict grievous bodily harm,198,2025/2026
Sophia Town,Attempted murder,132,2025/2026
Sophia Town,Attempted sexual offences,1,2025/2026
Sophia Town,Bank robbery,0,2025/2026
Sophia Town,Burglary at non-residential premises,84,2025/2026
Sophia Town,Burglary at residential premises,212,2025/2026
Sophia Town,Carjacking,38,2025/2026
Sophia Town,Commercial crime,271,2025/2026
Sophia Town,Common assault,264,2025/2026
Sophia Town,Common robbery,89,2025/2026
Sophia Town,Contact crime (Crimes against the person),1128,2025/2026
Sophia Town,Contact sexual offences,0,2025/2026
Sophia Town,Contact-related Crime,172,2025/2026
Sophia Town,Crime detected as a result of police action,1389,2025/2026
Sophia Town,Crimen injuria,8,2025/2026
Sophia Town,Culpable homicide,9,2025/2026
Sophia Town,Driving under the influence of alcohol or drugs,90,2025/2026
Sophia Town,Drug-related crime,1204,2025/2026
Sophia Town,Illegal possession of firearms and ammunition,95,2025/2026
Sophia Town,Kidnapping,88,2025/2026
Sophia Town,Malicious damage to property,169,2025/2026
Sophia Town,Murder,79,2025/2026
Sophia Town,Neglect and ill-treatment of children,15,2025/2026
Sophia Town,Other serious Crime,767,2025/2026
Sophia Town,Property-related Crime,569,2025/2026
Sophia Town,Public violence,3,2025/2026
Sophia Town,Rape,58,2025/2026
Sophia Town,Robbery at non-residential premises,16,2025/2026
Sophia Town,Robbery at residential premises,29,2025/2026
Sophia Town,Robbery of cash in transit,0,2025/2026
Sophia Town,Robbery with aggravating circumstances,292,2025/2026
Sophia Town,Sexual assault,15,2025/2026
Sophia Town,Sexual offences,74,2025/2026
Sophia Town,Sexual offences detected as a result of police action,0,2025/2026
Sophia Town,Shoplifting,78,2025/2026
Sophia Town,Stock-theft,0,2025/2026
Sophia Town,TRIO Crime,83,2025/2026
Sophia Town,Theft of motor vehicle and motorcycle,100,2025/2026
Sophia Town,Theft out of or from motor vehicle,173,2025/2026
Sophia Town,Truck hijacking,2,2025/2026
Soshanguve,17 Community reported serious Crime,3738,2025/2026
Soshanguve,Abduction,0,2025/2026
Soshanguve,All theft not mentioned elsewhere,588,2025/2026
Soshanguve,Arson,0,2025/2026
Soshanguve,Assault with the intent to inflict grievous bodily harm,405,2025/2026
Soshanguve,Attempted murder,44,2025/2026
Soshanguve,Attempted sexual offences,1,2025/2026
Soshanguve,Bank robbery,0,2025/2026
Soshanguve,Burglary at non-residential premises,102,2025/2026
Soshanguve,Burglary at residential premises,449,2025/2026
Soshanguve,Carjacking,108,2025/2026
Soshanguve,Commercial crime,148,2025/2026
Soshanguve,Common assault,710,2025/2026
Soshanguve,Common robbery,121,2025/2026
Soshanguve,Contact crime (Crimes against the person),1827,2025/2026
Soshanguve,Contact sexual offences,2,2025/2026
Soshanguve,Contact-related Crime,257,2025/2026
Soshanguve,Crime detected as a result of police action,663,2025/2026
Soshanguve,Crimen injuria,21,2025/2026
Soshanguve,Culpable homicide,18,2025/2026
Soshanguve,Driving under the influence of alcohol or drugs,232,2025/2026
Soshanguve,Drug-related crime,405,2025/2026
Soshanguve,Illegal possession of firearms and ammunition,22,2025/2026
Soshanguve,Kidnapping,73,2025/2026
Soshanguve,Malicious damage to property,257,2025/2026
Soshanguve,Murder,32,2025/2026
Soshanguve,Neglect and ill-treatment of children,1,2025/2026
Soshanguve,Other serious Crime,924,2025/2026
Soshanguve,Property-related Crime,730,2025/2026
Soshanguve,Public violence,8,2025/2026
Soshanguve,Rape,91,2025/2026
Soshanguve,Robbery at non-residential premises,23,2025/2026
Soshanguve,Robbery at residential premises,67,2025/2026
Soshanguve,Robbery of cash in transit,0,2025/2026
Soshanguve,Robbery with aggravating circumstances,402,2025/2026
Soshanguve,Sexual assault,19,2025/2026
Soshanguve,Sexual offences,113,2025/2026
Soshanguve,Sexual offences detected as a result of police action,4,2025/2026
Soshanguve,Shoplifting,188,2025/2026
Soshanguve,Stock-theft,2,2025/2026
Soshanguve,TRIO Crime,198,2025/2026
Soshanguve,Theft of motor vehicle and motorcycle,36,2025/2026
Soshanguve,Theft out of or from motor vehicle,141,2025/2026
Soshanguve,Truck hijacking,1,2025/2026
Southport,17 Community reported serious Crime,600,2025/2026
Southport,Abduction,0,2025/2026
Southport,All theft not mentioned elsewhere,66,2025/2026
Southport,Arson,2,2025/2026
Southport,Assault with the intent to inflict grievous bodily harm,76,2025/2026
Southport,Attempted murder,11,2025/2026
Southport,Attempted sexual offences,1,2025/2026
Southport,Bank robbery,0,2025/2026
Southport,Burglary at non-residential premises,23,2025/2026
Southport,Burglary at residential premises,139,2025/2026
Southport,Carjacking,1,2025/2026
Southport,Commercial crime,92,2025/2026
Southport,Common assault,58,2025/2026
Southport,Common robbery,7,2025/2026
Southport,Contact crime (Crimes against the person),211,2025/2026
Southport,Contact sexual offences,0,2025/2026
Southport,Contact-related Crime,38,2025/2026
Southport,Crime detected as a result of police action,22,2025/2026
Southport,Crimen injuria,6,2025/2026
Southport,Culpable homicide,13,2025/2026
Southport,Driving under the influence of alcohol or drugs,12,2025/2026
Southport,Drug-related crime,6,2025/2026
Southport,Illegal possession of firearms and ammunition,4,2025/2026
Southport,Kidnapping,6,2025/2026
Southport,Malicious damage to property,36,2025/2026
Southport,Murder,8,2025/2026
Southport,Neglect and ill-treatment of children,0,2025/2026
Southport,Other serious Crime,158,2025/2026
Southport,Property-related Crime,193,2025/2026
Southport,Public violence,0,2025/2026
Southport,Rape,23,2025/2026
Southport,Robbery at non-residential premises,1,2025/2026
Southport,Robbery at residential premises,9,2025/2026
Southport,Robbery of cash in transit,0,2025/2026
Southport,Robbery with aggravating circumstances,24,2025/2026
Southport,Sexual assault,3,2025/2026
Southport,Sexual offences,27,2025/2026
Southport,Sexual offences detected as a result of police action,0,2025/2026
Southport,Shoplifting,0,2025/2026
Southport,Stock-theft,4,2025/2026
Southport,TRIO Crime,11,2025/2026
Southport,Theft of motor vehicle and motorcycle,3,2025/2026
Southport,Theft out of or from motor vehicle,24,2025/2026
Southport,Truck hijacking,0,2025/2026
Soutpan,17 Community reported serious Crime,126,2025/2026
Soutpan,Abduction,0,2025/2026
Soutpan,All theft not mentioned elsewhere,13,2025/2026
Soutpan,Arson,0,2025/2026
Soutpan,Assault with the intent to inflict grievous bodily harm,21,2025/2026
Soutpan,Attempted murder,3,2025/2026
Soutpan,Attempted sexual offences,3,2025/2026
Soutpan,Bank robbery,0,2025/2026
Soutpan,Burglary at non-residential premises,8,2025/2026
Soutpan,Burglary at residential premises,16,2025/2026
Soutpan,Carjacking,0,2025/2026
Soutpan,Commercial crime,4,2025/2026
Soutpan,Common assault,36,2025/2026
Soutpan,Common robbery,0,2025/2026
Soutpan,Contact crime (Crimes against the person),69,2025/2026
Soutpan,Contact sexual offences,0,2025/2026
Soutpan,Contact-related Crime,5,2025/2026
Soutpan,Crime detected as a result of police action,1,2025/2026
Soutpan,Crimen injuria,6,2025/2026
Soutpan,Culpable homicide,0,2025/2026
Soutpan,Driving under the influence of alcohol or drugs,0,2025/2026
Soutpan,Drug-related crime,1,2025/2026
Soutpan,Illegal possession of firearms and ammunition,0,2025/2026
Soutpan,Kidnapping,0,2025/2026
Soutpan,Malicious damage to property,5,2025/2026
Soutpan,Murder,0,2025/2026
Soutpan,Neglect and ill-treatment of children,3,2025/2026
Soutpan,Other serious Crime,17,2025/2026
Soutpan,Property-related Crime,35,2025/2026
Soutpan,Public violence,0,2025/2026
Soutpan,Rape,6,2025/2026
Soutpan,Robbery at non-residential premises,0,2025/2026
Soutpan,Robbery at residential premises,0,2025/2026
Soutpan,Robbery of cash in transit,0,2025/2026
Soutpan,Robbery with aggravating circumstances,0,2025/2026
Soutpan,Sexual assault,0,2025/2026
Soutpan,Sexual offences,9,2025/2026
Soutpan,Sexual offences detected as a result of police action,0,2025/2026
Soutpan,Shoplifting,0,2025/2026
Soutpan,Stock-theft,11,2025/2026
Soutpan,TRIO Crime,0,2025/2026
Soutpan,Theft of motor vehicle and motorcycle,0,2025/2026
Soutpan,Theft out of or from motor vehicle,0,2025/2026
Soutpan,Truck hijacking,0,2025/2026
Springbok,17 Community reported serious Crime,693,2025/2026
Springbok,Abduction,0,2025/2026
Springbok,All theft not mentioned elsewhere,120,2025/2026
Springbok,Arson,3,2025/2026
Springbok,Assault with the intent to inflict grievous bodily harm,92,2025/2026
Springbok,Attempted murder,23,2025/2026
Springbok,Attempted sexual offences,1,2025/2026
Springbok,Bank robbery,0,2025/2026
Springbok,Burglary at non-residential premises,35,2025/2026
Springbok,Burglary at residential premises,74,2025/2026
Springbok,Carjacking,0,2025/2026
Springbok,Commercial crime,59,2025/2026
Springbok,Common assault,100,2025/2026
Springbok,Common robbery,9,2025/2026
Springbok,Contact crime (Crimes against the person),248,2025/2026
Springbok,Contact sexual offences,0,2025/2026
Springbok,Contact-related Crime,51,2025/2026
Springbok,Crime detected as a result of police action,183,2025/2026
Springbok,Crimen injuria,14,2025/2026
Springbok,Culpable homicide,8,2025/2026
Springbok,Driving under the influence of alcohol or drugs,9,2025/2026
Springbok,Drug-related crime,174,2025/2026
Springbok,Illegal possession of firearms and ammunition,0,2025/2026
Springbok,Kidnapping,1,2025/2026
Springbok,Malicious damage to property,48,2025/2026
Springbok,Murder,2,2025/2026
Springbok,Neglect and ill-treatment of children,2,2025/2026
Springbok,Other serious Crime,243,2025/2026
Springbok,Property-related Crime,151,2025/2026
Springbok,Public violence,1,2025/2026
Springbok,Rape,8,2025/2026
Springbok,Robbery at non-residential premises,4,2025/2026
Springbok,Robbery at residential premises,1,2025/2026
Springbok,Robbery of cash in transit,0,2025/2026
Springbok,Robbery with aggravating circumstances,11,2025/2026
Springbok,Sexual assault,2,2025/2026
Springbok,Sexual offences,11,2025/2026
Springbok,Sexual offences detected as a result of police action,0,2025/2026
Springbok,Shoplifting,64,2025/2026
Springbok,Stock-theft,7,2025/2026
Springbok,TRIO Crime,5,2025/2026
Springbok,Theft of motor vehicle and motorcycle,0,2025/2026
Springbok,Theft out of or from motor vehicle,35,2025/2026
Springbok,Truck hijacking,0,2025/2026
Springfontein,17 Community reported serious Crime,105,2025/2026
Springfontein,Abduction,0,2025/2026
Springfontein,All theft not mentioned elsewhere,17,2025/2026
Springfontein,Arson,1,2025/2026
Springfontein,Assault with the intent to inflict grievous bodily harm,24,2025/2026
Springfontein,Attempted murder,0,2025/2026
Springfontein,Attempted sexual offences,0,2025/2026
Springfontein,Bank robbery,0,2025/2026
Springfontein,Burglary at non-residential premises,2,2025/2026
Springfontein,Burglary at residential premises,13,2025/2026
Springfontein,Carjacking,0,2025/2026
Springfontein,Commercial crime,6,2025/2026
Springfontein,Common assault,22,2025/2026
Springfontein,Common robbery,1,2025/2026
Springfontein,Contact crime (Crimes against the person),55,2025/2026
Springfontein,Contact sexual offences,1,2025/2026
Springfontein,Contact-related Crime,7,2025/2026
Springfontein,Crime detected as a result of police action,11,2025/2026
Springfontein,Crimen injuria,1,2025/2026
Springfontein,Culpable homicide,3,2025/2026
Springfontein,Driving under the influence of alcohol or drugs,2,2025/2026
Springfontein,Drug-related crime,9,2025/2026
Springfontein,Illegal possession of firearms and ammunition,0,2025/2026
Springfontein,Kidnapping,0,2025/2026
Springfontein,Malicious damage to property,6,2025/2026
Springfontein,Murder,1,2025/2026
Springfontein,Neglect and ill-treatment of children,0,2025/2026
Springfontein,Other serious Crime,23,2025/2026
Springfontein,Property-related Crime,20,2025/2026
Springfontein,Public violence,0,2025/2026
Springfontein,Rape,5,2025/2026
Springfontein,Robbery at non-residential premises,0,2025/2026
Springfontein,Robbery at residential premises,0,2025/2026
Springfontein,Robbery of cash in transit,0,2025/2026
Springfontein,Robbery with aggravating circumstances,0,2025/2026
Springfontein,Sexual assault,1,2025/2026
Springfontein,Sexual offences,7,2025/2026
Springfontein,Sexual offences detected as a result of police action,0,2025/2026
Springfontein,Shoplifting,0,2025/2026
Springfontein,Stock-theft,5,2025/2026
Springfontein,TRIO Crime,0,2025/2026
Springfontein,Theft of motor vehicle and motorcycle,0,2025/2026
Springfontein,Theft out of or from motor vehicle,0,2025/2026
Springfontein,Truck hijacking,0,2025/2026
Springs,17 Community reported serious Crime,3841,2025/2026
Springs,Abduction,0,2025/2026
Springs,All theft not mentioned elsewhere,689,2025/2026
Springs,Arson,3,2025/2026
Springs,Assault with the intent to inflict grievous bodily harm,113,2025/2026
Springs,Attempted murder,34,2025/2026
Springs,Attempted sexual offences,5,2025/2026
Springs,Bank robbery,0,2025/2026
Springs,Burglary at non-residential premises,121,2025/2026
Springs,Burglary at residential premises,350,2025/2026
Springs,Carjacking,105,2025/2026
Springs,Commercial crime,473,2025/2026
Springs,Common assault,511,2025/2026
Springs,Common robbery,131,2025/2026
Springs,Contact crime (Crimes against the person),1382,2025/2026
Springs,Contact sexual offences,2,2025/2026
Springs,Contact-related Crime,215,2025/2026
Springs,Crime detected as a result of police action,1021,2025/2026
Springs,Crimen injuria,17,2025/2026
Springs,Culpable homicide,37,2025/2026
Springs,Driving under the influence of alcohol or drugs,307,2025/2026
Springs,Drug-related crime,642,2025/2026
Springs,Illegal possession of firearms and ammunition,72,2025/2026
Springs,Kidnapping,85,2025/2026
Springs,Malicious damage to property,212,2025/2026
Springs,Murder,58,2025/2026
Springs,Neglect and ill-treatment of children,4,2025/2026
Springs,Other serious Crime,1295,2025/2026
Springs,Property-related Crime,949,2025/2026
Springs,Public violence,1,2025/2026
Springs,Rape,63,2025/2026
Springs,Robbery at non-residential premises,41,2025/2026
Springs,Robbery at residential premises,62,2025/2026
Springs,Robbery of cash in transit,0,2025/2026
Springs,Robbery with aggravating circumstances,426,2025/2026
Springs,Sexual assault,39,2025/2026
Springs,Sexual offences,109,2025/2026
Springs,Sexual offences detected as a result of police action,0,2025/2026
Springs,Shoplifting,133,2025/2026
Springs,Stock-theft,9,2025/2026
Springs,TRIO Crime,208,2025/2026
Springs,Theft of motor vehicle and motorcycle,285,2025/2026
Springs,Theft out of or from motor vehicle,184,2025/2026
Springs,Truck hijacking,2,2025/2026
St Faiths,17 Community reported serious Crime,437,2025/2026
St Faiths,Abduction,0,2025/2026
St Faiths,All theft not mentioned elsewhere,39,2025/2026
St Faiths,Arson,1,2025/2026
St Faiths,Assault with the intent to inflict grievous bodily harm,110,2025/2026
St Faiths,Attempted murder,13,2025/2026
St Faiths,Attempted sexual offences,5,2025/2026
St Faiths,Bank robbery,0,2025/2026
St Faiths,Burglary at non-residential premises,19,2025/2026
St Faiths,Burglary at residential premises,45,2025/2026
St Faiths,Carjacking,2,2025/2026
St Faiths,Commercial crime,4,2025/2026
St Faiths,Common assault,67,2025/2026
St Faiths,Common robbery,10,2025/2026
St Faiths,Contact crime (Crimes against the person),272,2025/2026
St Faiths,Contact sexual offences,0,2025/2026
St Faiths,Contact-related Crime,35,2025/2026
St Faiths,Crime detected as a result of police action,26,2025/2026
St Faiths,Crimen injuria,17,2025/2026
St Faiths,Culpable homicide,2,2025/2026
St Faiths,Driving under the influence of alcohol or drugs,15,2025/2026
St Faiths,Drug-related crime,2,2025/2026
St Faiths,Illegal possession of firearms and ammunition,9,2025/2026
St Faiths,Kidnapping,9,2025/2026
St Faiths,Malicious damage to property,34,2025/2026
St Faiths,Murder,12,2025/2026
St Faiths,Neglect and ill-treatment of children,1,2025/2026
St Faiths,Other serious Crime,43,2025/2026
St Faiths,Property-related Crime,87,2025/2026
St Faiths,Public violence,0,2025/2026
St Faiths,Rape,19,2025/2026
St Faiths,Robbery at non-residential premises,8,2025/2026
St Faiths,Robbery at residential premises,9,2025/2026
St Faiths,Robbery of cash in transit,0,2025/2026
St Faiths,Robbery with aggravating circumstances,33,2025/2026
St Faiths,Sexual assault,3,2025/2026
St Faiths,Sexual offences,27,2025/2026
St Faiths,Sexual offences detected as a result of police action,0,2025/2026
St Faiths,Shoplifting,0,2025/2026
St Faiths,Stock-theft,19,2025/2026
St Faiths,TRIO Crime,19,2025/2026
St Faiths,Theft of motor vehicle and motorcycle,1,2025/2026
St Faiths,Theft out of or from motor vehicle,3,2025/2026
St Faiths,Truck hijacking,0,2025/2026
St Francis Bay,17 Community reported serious Crime,485,2025/2026
St Francis Bay,Abduction,0,2025/2026
St Francis Bay,All theft not mentioned elsewhere,83,2025/2026
St Francis Bay,Arson,1,2025/2026
St Francis Bay,Assault with the intent to inflict grievous bodily harm,96,2025/2026
St Francis Bay,Attempted murder,1,2025/2026
St Francis Bay,Attempted sexual offences,0,2025/2026
St Francis Bay,Bank robbery,0,2025/2026
St Francis Bay,Burglary at non-residential premises,9,2025/2026
St Francis Bay,Burglary at residential premises,70,2025/2026
St Francis Bay,Carjacking,0,2025/2026
St Francis Bay,Commercial crime,93,2025/2026
St Francis Bay,Common assault,56,2025/2026
St Francis Bay,Common robbery,3,2025/2026
St Francis Bay,Contact crime (Crimes against the person),179,2025/2026
St Francis Bay,Contact sexual offences,1,2025/2026
St Francis Bay,Contact-related Crime,28,2025/2026
St Francis Bay,Crime detected as a result of police action,33,2025/2026
St Francis Bay,Crimen injuria,5,2025/2026
St Francis Bay,Culpable homicide,2,2025/2026
St Francis Bay,Driving under the influence of alcohol or drugs,2,2025/2026
St Francis Bay,Drug-related crime,30,2025/2026
St Francis Bay,Illegal possession of firearms and ammunition,1,2025/2026
St Francis Bay,Kidnapping,0,2025/2026
St Francis Bay,Malicious damage to property,27,2025/2026
St Francis Bay,Murder,5,2025/2026
St Francis Bay,Neglect and ill-treatment of children,0,2025/2026
St Francis Bay,Other serious Crime,180,2025/2026
St Francis Bay,Property-related Crime,98,2025/2026
St Francis Bay,Public violence,0,2025/2026
St Francis Bay,Rape,8,2025/2026
St Francis Bay,Robbery at non-residential premises,1,2025/2026
St Francis Bay,Robbery at residential premises,2,2025/2026
St Francis Bay,Robbery of cash in transit,0,2025/2026
St Francis Bay,Robbery with aggravating circumstances,7,2025/2026
St Francis Bay,Sexual assault,2,2025/2026
St Francis Bay,Sexual offences,11,2025/2026
St Francis Bay,Sexual offences detected as a result of police action,0,2025/2026
St Francis Bay,Shoplifting,4,2025/2026
St Francis Bay,Stock-theft,0,2025/2026
St Francis Bay,TRIO Crime,3,2025/2026
St Francis Bay,Theft of motor vehicle and motorcycle,1,2025/2026
St Francis Bay,Theft out of or from motor vehicle,18,2025/2026
St Francis Bay,Truck hijacking,0,2025/2026
St Helena Bay,17 Community reported serious Crime,538,2025/2026
St Helena Bay,Abduction,0,2025/2026
St Helena Bay,All theft not mentioned elsewhere,109,2025/2026
St Helena Bay,Arson,1,2025/2026
St Helena Bay,Assault with the intent to inflict grievous bodily harm,52,2025/2026
St Helena Bay,Attempted murder,6,2025/2026
St Helena Bay,Attempted sexual offences,0,2025/2026
St Helena Bay,Bank robbery,0,2025/2026
St Helena Bay,Burglary at non-residential premises,9,2025/2026
St Helena Bay,Burglary at residential premises,72,2025/2026
St Helena Bay,Carjacking,0,2025/2026
St Helena Bay,Commercial crime,79,2025/2026
St Helena Bay,Common assault,103,2025/2026
St Helena Bay,Common robbery,8,2025/2026
St Helena Bay,Contact crime (Crimes against the person),188,2025/2026
St Helena Bay,Contact sexual offences,0,2025/2026
St Helena Bay,Contact-related Crime,52,2025/2026
St Helena Bay,Crime detected as a result of police action,221,2025/2026
St Helena Bay,Crimen injuria,3,2025/2026
St Helena Bay,Culpable homicide,1,2025/2026
St Helena Bay,Driving under the influence of alcohol or drugs,17,2025/2026
St Helena Bay,Drug-related crime,204,2025/2026
St Helena Bay,Illegal possession of firearms and ammunition,0,2025/2026
St Helena Bay,Kidnapping,0,2025/2026
St Helena Bay,Malicious damage to property,51,2025/2026
St Helena Bay,Murder,3,2025/2026
St Helena Bay,Neglect and ill-treatment of children,2,2025/2026
St Helena Bay,Other serious Crime,189,2025/2026
St Helena Bay,Property-related Crime,109,2025/2026
St Helena Bay,Public violence,5,2025/2026
St Helena Bay,Rape,5,2025/2026
St Helena Bay,Robbery at non-residential premises,0,2025/2026
St Helena Bay,Robbery at residential premises,2,2025/2026
St Helena Bay,Robbery of cash in transit,0,2025/2026
St Helena Bay,Robbery with aggravating circumstances,6,2025/2026
St Helena Bay,Sexual assault,5,2025/2026
St Helena Bay,Sexual offences,10,2025/2026
St Helena Bay,Sexual offences detected as a result of police action,0,2025/2026
St Helena Bay,Shoplifting,1,2025/2026
St Helena Bay,Stock-theft,1,2025/2026
St Helena Bay,TRIO Crime,2,2025/2026
St Helena Bay,Theft of motor vehicle and motorcycle,2,2025/2026
St Helena Bay,Theft out of or from motor vehicle,25,2025/2026
St Helena Bay,Truck hijacking,0,2025/2026
Standerton,17 Community reported serious Crime,2015,2025/2026
Standerton,Abduction,0,2025/2026
Standerton,All theft not mentioned elsewhere,321,2025/2026
Standerton,Arson,3,2025/2026
Standerton,Assault with the intent to inflict grievous bodily harm,218,2025/2026
Standerton,Attempted murder,17,2025/2026
Standerton,Attempted sexual offences,2,2025/2026
Standerton,Bank robbery,0,2025/2026
Standerton,Burglary at non-residential premises,66,2025/2026
Standerton,Burglary at residential premises,218,2025/2026
Standerton,Carjacking,5,2025/2026
Standerton,Commercial crime,393,2025/2026
Standerton,Common assault,243,2025/2026
Standerton,Common robbery,36,2025/2026
Standerton,Contact crime (Crimes against the person),681,2025/2026
Standerton,Contact sexual offences,3,2025/2026
Standerton,Contact-related Crime,150,2025/2026
Standerton,Crime detected as a result of police action,418,2025/2026
Standerton,Crimen injuria,14,2025/2026
Standerton,Culpable homicide,22,2025/2026
Standerton,Driving under the influence of alcohol or drugs,109,2025/2026
Standerton,Drug-related crime,306,2025/2026
Standerton,Illegal possession of firearms and ammunition,3,2025/2026
Standerton,Kidnapping,14,2025/2026
Standerton,Malicious damage to property,147,2025/2026
Standerton,Murder,8,2025/2026
Standerton,Neglect and ill-treatment of children,5,2025/2026
Standerton,Other serious Crime,772,2025/2026
Standerton,Property-related Crime,412,2025/2026
Standerton,Public violence,0,2025/2026
Standerton,Rape,57,2025/2026
Standerton,Robbery at non-residential premises,7,2025/2026
Standerton,Robbery at residential premises,5,2025/2026
Standerton,Robbery of cash in transit,0,2025/2026
Standerton,Robbery with aggravating circumstances,74,2025/2026
Standerton,Sexual assault,23,2025/2026
Standerton,Sexual offences,85,2025/2026
Standerton,Sexual offences detected as a result of police action,0,2025/2026
Standerton,Shoplifting,58,2025/2026
Standerton,Stock-theft,48,2025/2026
Standerton,TRIO Crime,17,2025/2026
Standerton,Theft of motor vehicle and motorcycle,12,2025/2026
Standerton,Theft out of or from motor vehicle,68,2025/2026
Standerton,Truck hijacking,5,2025/2026
